_Year,customer_key,customer_id,customer_name,age,age_group,customer_segment,total_orders,total_sales,total_quantity_purchased,last_order_date,month_since_last_order,avg_order_value,avg_monthly_spend
2013,4978,15977,Julia Harris,60,50 and Above,New,2,40,2,2013-10-28 0:00,142,20,40
2013,4979,15978,Xavier Walker,59,50 and Above,New,2,7,2,2013-11-23 0:00,141,3,7
2013,4984,15983,Alexis Ross,59,50 and Above,New,3,2352,3,2013-08-30 0:00,144,784,2352
2013,4992,15991,David Taylor,67,50 and Above,New,3,2344,3,2013-09-04 0:00,143,781,2344
2013,4993,15992,Isabelle Alexander,67,50 and Above,New,5,2412,5,2013-08-31 0:00,144,482,2412
2013,5012,16011,Maria Murphy,79,50 and Above,New,6,3657,6,2013-10-15 0:00,142,609,1828
2013,5016,16015,Jessica Cooper,41,40-49,New,2,575,2,2013-01-21 0:00,151,287,575
2013,5018,16017,Jeremy Ramirez,41,40-49,New,2,60,2,2013-07-31 0:00,145,30,60
2013,5027,16026,Byron JimΓö£┬«nez,73,50 and Above,New,2,1755,2,2013-12-19 0:00,140,877,1755
2013,5030,16029,Abby Patel,73,50 and Above,New,2,1736,2,2013-12-06 0:00,140,868,1736
2013,5041,16040,Casey Gill,46,40-49,New,3,65,3,2013-03-03 0:00,149,21,65
2013,5046,16045,Evelyn Sara,56,50 and Above,New,5,1620,5,2013-12-18 0:00,140,324,231
2013,5056,16055,Ryan Lee,64,50 and Above,New,5,66,5,2013-04-13 0:00,148,13,66
2013,5092,16091,Alyssa Lewis,42,40-49,New,2,40,2,2013-06-26 0:00,146,20,40
2013,5094,16093,Kaitlyn Morris,54,50 and Above,New,3,555,3,2013-09-28 0:00,143,185,555
2013,5095,16094,Kayla Brown,48,40-49,New,3,567,3,2013-09-14 0:00,143,189,567
2013,5096,16095,Marcus Garcia,54,50 and Above,New,2,2330,2,2013-10-07 0:00,142,1165,2330
2013,5102,16101,Mary Lopez,50,50 and Above,New,2,2322,2,2013-10-14 0:00,142,1161,2322
2013,5107,16106,Ian Barnes,55,50 and Above,New,6,134,6,2013-12-03 0:00,140,22,22
2013,5111,16110,Brandon Long,56,50 and Above,New,3,651,3,2013-10-24 0:00,142,217,651
2013,5116,16115,Jennifer Diaz,52,50 and Above,New,2,7,2,2013-03-28 0:00,149,3,7
2013,5126,16125,Victoria Watson,59,50 and Above,New,4,589,4,2013-12-03 0:00,140,147,589
2013,5128,16127,Amanda Edwards,42,40-49,New,4,619,4,2013-10-14 0:00,142,154,619
2013,5134,16133,Dylan Simmons,47,40-49,New,6,108,6,2013-12-23 0:00,140,18,10
2013,5138,16137,Timothy King,53,50 and Above,New,3,555,3,2013-11-09 0:00,141,185,555
2013,5140,16139,Jacqueline Alexander,54,50 and Above,New,5,655,5,2013-11-09 0:00,141,131,655
2013,5150,16149,Dalton Perry,62,50 and Above,New,7,193,7,2013-09-23 0:00,143,27,48
2013,5151,16150,Nicole Thompson,51,50 and Above,New,3,630,3,2013-11-11 0:00,141,210,630
2013,5152,16151,Chloe Sanchez,57,50 and Above,New,5,639,5,2013-11-01 0:00,141,127,639
2013,5154,16153,Eric Jai,62,50 and Above,New,2,40,2,2013-08-12 0:00,144,20,40
2013,5157,16156,Javier Hernandez,50,50 and Above,New,1,2295,1,2013-11-14 0:00,141,2295,2295
2013,5159,16158,Kathleen Gomez,50,50 and Above,New,1,2320,1,2013-11-05 0:00,141,2320,2320
2013,5167,16166,April Goel,41,40-49,New,6,109,6,2013-10-13 0:00,142,18,13
2013,5171,16170,Juan Rubio,53,50 and Above,New,2,32,2,2013-08-18 0:00,144,16,32
2013,5172,16171,Bruce Ruiz,54,50 and Above,New,5,104,5,2013-05-10 0:00,147,20,104
2013,5184,16183,Tanya Carlson,50,50 and Above,New,3,31,3,2013-05-13 0:00,147,10,31
2013,5187,16186,Bethany Raji,45,40-49,New,3,65,3,2013-06-29 0:00,146,21,65
2013,5193,16192,Marie Lopez,42,40-49,New,4,101,4,2013-04-28 0:00,148,25,33
2013,5203,16202,Kenneth Jai,49,40-49,New,3,31,3,2013-10-09 0:00,142,10,31
2013,5206,16205,Melanie Sanders,43,40-49,New,6,4769,6,2013-11-11 0:00,141,794,2384
2013,5213,16212,Jacqueline Rivera,90,50 and Above,New,2,40,2,2013-12-16 0:00,140,20,40
2013,5225,16224,Jacob Martinez,66,50 and Above,New,4,556,4,2013-02-26 0:00,150,139,556
2013,5227,16226,Maria Blue,67,50 and Above,New,3,554,3,2013-03-03 0:00,149,184,554
2013,5236,16235,Sebastian Morris,58,50 and Above,New,1,2443,1,2013-02-18 0:00,150,2443,2443
2013,5242,16241,Isabel Butler,50,50 and Above,New,3,127,3,2013-09-13 0:00,143,42,25
2013,5244,16243,Maria James,62,50 and Above,New,2,92,2,2013-08-26 0:00,144,46,15
2013,5247,16246,Lucas Simmons,61,50 and Above,New,2,13,2,2013-06-07 0:00,146,6,13
2013,5248,16247,Anna Brown,61,50 and Above,New,8,96,8,2013-07-22 0:00,145,12,96
2013,5254,16253,Bethany Lal,52,50 and Above,New,1,540,1,2013-11-17 0:00,141,540,540
2013,5260,16259,Ebony Sai,54,50 and Above,New,2,575,2,2013-12-08 0:00,140,287,575
2013,5262,16261,Diana Navarro,41,40-49,New,6,4727,6,2013-11-12 0:00,141,787,2363
2013,5266,16265,Julie Goel,43,40-49,New,2,27,2,2013-10-02 0:00,142,13,27
2013,5270,16269,Tara Nath,54,50 and Above,New,4,597,4,2013-12-11 0:00,140,149,597
2013,5285,16284,Troy Perez,57,50 and Above,New,2,7,2,2013-06-12 0:00,146,3,7
2013,5289,16288,Edwin Shen,40,40-49,New,2,587,2,2013-12-10 0:00,140,293,587
2013,5292,16291,Lindsey Lal,56,50 and Above,New,2,2478,2,2013-01-21 0:00,151,1239,2478
2013,5307,16306,Kristine Romero,41,40-49,New,3,29,3,2013-10-23 0:00,142,9,4
2013,5323,16322,Gloria Dominguez,45,40-49,New,2,29,2,2013-08-23 0:00,144,14,29
2013,5325,16324,Juan Romero,39,30-39,New,4,839,4,2013-02-09 0:00,150,209,839
2013,5326,16325,Emma Williams,106,50 and Above,New,4,171,4,2013-11-22 0:00,141,42,171
2013,5357,16356,Sophia Baker,44,40-49,New,2,7,2,2013-07-15 0:00,145,3,7
2013,5371,16370,Molly Gonzalez,58,50 and Above,New,1,22,1,2013-12-09 0:00,140,22,22
2013,5378,16377,Jordan Adams,56,50 and Above,New,2,14,2,2013-02-23 0:00,150,7,14
2013,5380,16379,Marc Jimenez,56,50 and Above,New,2,59,2,2013-12-03 0:00,140,29,59
2013,5386,16385,James Perez,60,50 and Above,New,3,64,3,2013-06-05 0:00,146,21,64
2013,5389,16388,Jay Torres,46,40-49,New,4,2492,4,2013-01-10 0:00,151,623,2492
2013,5392,16391,Sergio Suri,46,40-49,New,1,2443,1,2013-01-18 0:00,151,2443,2443
2013,5393,16392,Kari Raman,51,50 and Above,New,4,3605,4,2013-10-01 0:00,142,901,400
2013,5401,16400,Theodore Ramos,47,40-49,New,4,2515,4,2013-01-27 0:00,151,628,2515
2013,5409,16408,Arthur Madan,55,50 and Above,New,4,2511,4,2013-03-19 0:00,149,627,2511
2013,5414,16413,Julia Gonzalez,89,50 and Above,New,3,38,3,2013-03-05 0:00,149,12,38
2013,5419,16418,Katrina Rai,51,50 and Above,New,2,27,2,2013-02-13 0:00,150,13,27
2013,5434,16433,Mathew Dominguez,50,50 and Above,New,4,2515,4,2013-06-02 0:00,146,628,2515
2013,5435,16434,Taylor Bailey,55,50 and Above,New,3,70,3,2013-06-02 0:00,146,23,70
2013,5450,16449,Casey Browning,42,40-49,New,4,47,4,2013-05-25 0:00,147,11,23
2013,5451,16450,Rebekah Gutierrez,42,40-49,New,3,38,3,2013-10-12 0:00,142,12,38
2013,5460,16459,Carolyn Kapoor,44,40-49,New,4,47,4,2013-04-04 0:00,148,11,23
2013,5462,16461,Rosa Wu,44,40-49,New,3,843,3,2013-11-23 0:00,141,281,843
2013,5466,16465,Kara Goel,45,40-49,New,6,828,6,2013-11-01 0:00,141,138,828
2013,5468,16467,Ronald Srini,45,40-49,New,1,5,1,2013-10-14 0:00,142,5,5
2013,5470,16469,Michele Tang,44,40-49,New,3,64,3,2013-04-16 0:00,148,21,64
2013,5474,16473,Dawn Andersen,47,40-49,New,1,25,1,2013-10-05 0:00,142,25,25
2013,5475,16474,Jay Serrano,47,40-49,New,1,25,1,2013-03-28 0:00,149,25,25
2013,5480,16479,Victoria Brooks,44,40-49,New,9,159,9,2013-11-22 0:00,141,17,26
2013,5481,16480,Alan Zhou,65,50 and Above,New,2,76,2,2013-06-28 0:00,146,38,76
2013,5484,16483,Warren Jai,64,50 and Above,New,1,540,1,2013-11-21 0:00,141,540,540
2013,5501,16500,Chloe Perry,45,40-49,New,4,589,4,2013-04-20 0:00,148,147,589
2013,5510,16509,Veronica Sai,79,50 and Above,New,5,815,5,2013-11-07 0:00,141,163,815
2013,5515,16514,Manuel Fernandez,40,40-49,New,3,1183,3,2013-02-10 0:00,150,394,1183
2013,5532,16531,Lacey Gao,77,50 and Above,New,5,848,5,2013-12-10 0:00,140,169,848
2013,5533,16532,Tommy Sharma,48,40-49,New,2,2478,2,2013-09-21 0:00,143,1239,2478
2013,5536,16535,Colin Chen,54,50 and Above,New,3,38,3,2013-06-03 0:00,146,12,38
2013,5537,16536,Meghan Jimenez,59,50 and Above,New,2,27,2,2013-05-31 0:00,147,13,27
2013,5552,16551,Christy Shan,49,40-49,New,6,2589,6,2013-11-25 0:00,141,431,2589
2013,5564,16563,Mackenzie Baker,100,50 and Above,New,5,63,5,2013-07-08 0:00,145,12,12
2013,5569,16568,Caroline Coleman,98,50 and Above,New,3,70,3,2013-02-11 0:00,150,23,70
2013,5571,16570,Julie She,57,50 and Above,New,3,1776,3,2013-01-18 0:00,151,592,1776
2013,5574,16573,Ruben Dominguez,52,50 and Above,New,2,819,2,2013-12-17 0:00,140,409,819
2013,5578,16577,Leah Chen,74,50 and Above,New,3,75,3,2013-08-02 0:00,144,25,75
2013,5590,16589,Martin Suri,67,50 and Above,New,5,4900,5,2013-09-17 0:00,143,980,4900
2013,5596,16595,Cameron Anderson,67,50 and Above,New,6,4719,6,2013-09-07 0:00,143,786,4719
2013,5601,16600,Janet Suarez,72,50 and Above,New,4,125,4,2013-05-16 0:00,147,31,125
2013,5605,16604,Roy Serrano,73,50 and Above,New,2,57,2,2013-10-25 0:00,142,28,57
2013,5609,16608,Ricky Martin,44,40-49,New,4,102,4,2013-11-22 0:00,141,25,11
2013,5628,16627,Claudia Chen,43,40-49,New,3,65,3,2013-06-29 0:00,146,21,16
2013,5642,16641,Julia Bailey,79,50 and Above,New,6,2391,6,2013-10-26 0:00,142,398,2391
2013,5647,16646,Xavier Collins,77,50 and Above,New,8,251,8,2013-12-23 0:00,140,31,251
2013,5648,16647,Anna Alexander,77,50 and Above,New,2,55,2,2013-09-18 0:00,143,27,55
2013,5654,16653,Isabella Phillips,47,40-49,New,5,2412,5,2013-10-09 0:00,142,482,2412
2013,5656,16655,Destiny Taylor,44,40-49,New,2,40,2,2013-09-13 0:00,143,20,40
2013,5657,16656,Ronnie Zhang,65,50 and Above,New,3,2352,3,2013-12-18 0:00,140,784,2352
2013,5661,16660,Lee Blanco,64,50 and Above,New,1,2320,1,2013-12-12 0:00,140,2320,2320
2013,5662,16661,Shane Raman,64,50 and Above,New,2,2330,2,2013-12-09 0:00,140,1165,2330
2013,5665,16664,Sophia Nelson,62,50 and Above,New,2,799,2,2013-01-30 0:00,151,399,799
2013,5666,16665,Linda Suarez,62,50 and Above,New,6,82,6,2013-10-30 0:00,142,13,82
2013,5668,16667,Allison Sanchez,45,40-49,New,4,41,4,2013-10-28 0:00,142,10,10
2013,5674,16673,Curtis Guo,46,40-49,New,4,2466,4,2013-06-29 0:00,146,616,2466
2013,5701,16700,Billy Gill,51,50 and Above,New,3,93,3,2013-06-25 0:00,146,31,93
2013,5705,16704,Karla Chavez,59,50 and Above,New,4,91,4,2013-07-12 0:00,145,22,91
2013,5708,16707,Derrick Serrano,62,50 and Above,New,2,799,2,2013-04-06 0:00,148,399,799
2013,5709,16708,Kellie Sanz,50,50 and Above,New,3,828,3,2013-04-25 0:00,148,276,828
2013,5717,16716,Jose Henderson,44,40-49,New,4,28,4,2013-04-08 0:00,148,7,28
2013,5726,16725,Jacob Williams,40,40-49,New,2,14,2,2013-12-09 0:00,140,7,14
2013,5747,16746,Brianna Peterson,43,40-49,New,3,64,3,2013-02-28 0:00,150,21,64
2013,5749,16748,Patrick Peterson,45,40-49,New,2,59,2,2013-12-08 0:00,140,29,59
2013,5754,16753,Rachel Harris,48,40-49,New,1,2320,1,2013-10-19 0:00,142,2320,2320
2013,5756,16755,Olivia James,47,40-49,New,2,2317,2,2013-10-19 0:00,142,1158,2317
2013,5762,16761,Angel Ward,47,40-49,New,2,2476,2,2013-09-21 0:00,143,1238,2476
2013,5763,16762,Franklin Ferrier,47,40-49,New,3,2480,3,2013-09-22 0:00,143,826,2480
2013,5766,16765,Dalton White,46,40-49,New,1,5,1,2013-07-28 0:00,145,5,5
2013,5778,16777,Cameron Simmons,75,50 and Above,New,2,125,2,2013-02-24 0:00,150,62,125
2013,5805,16804,Adam Zhang,69,50 and Above,New,3,1728,3,2013-01-15 0:00,151,576,1728
2013,5808,16807,Virginia Suri,69,50 and Above,New,3,1728,3,2013-01-14 0:00,151,576,1728
2013,5836,16835,Noah Nelson,86,50 and Above,New,1,2295,1,2013-10-12 0:00,142,2295,2295
2013,5842,16841,James Turner,55,50 and Above,New,3,127,3,2013-05-29 0:00,147,42,42
2013,5848,16847,Eduardo Hall,46,40-49,New,5,190,5,2013-11-22 0:00,141,38,38
2013,5850,16849,Jonathan Collins,51,50 and Above,New,2,120,2,2013-12-04 0:00,140,60,120
2013,5861,16860,Haley Rogers,58,50 and Above,New,1,5,1,2013-03-12 0:00,149,5,5
2013,5871,16870,Andrea Morgan,64,50 and Above,New,6,149,6,2013-06-22 0:00,146,24,37
2013,5882,16881,Ruben Alonso,84,50 and Above,New,1,2320,1,2013-10-28 0:00,142,2320,2320
2013,5895,16894,Abigail Walker,50,50 and Above,New,3,1764,3,2013-03-07 0:00,149,588,1764
2013,5896,16895,Chloe Gonzales,68,50 and Above,New,3,1760,3,2013-03-19 0:00,149,586,1760
2013,5901,16900,Miguel Jones,82,50 and Above,New,2,7,2,2013-08-17 0:00,144,3,7
2013,5904,16903,Ian Wright,81,50 and Above,New,1,5,1,2013-11-12 0:00,141,5,5
2013,5908,16907,Sarah Hall,81,50 and Above,New,2,2342,2,2013-10-25 0:00,142,1171,2342
2013,5917,16916,Cheryl Dominguez,52,50 and Above,New,8,2435,8,2013-11-13 0:00,141,304,2435
2013,5929,16928,Bryan Stewart,62,50 and Above,New,1,1120,1,2013-06-18 0:00,146,1120,1120
2013,5944,16943,Veronica Garcia,76,50 and Above,New,3,38,3,2013-07-02 0:00,145,12,38
2013,5949,16948,Emma Lee,44,40-49,New,6,176,6,2013-07-02 0:00,145,29,58
2013,5957,16956,Austin Flores,45,40-49,New,1,1701,1,2013-04-11 0:00,148,1701,1701
2013,5967,16966,Amanda Diaz,53,50 and Above,New,1,5,1,2013-12-17 0:00,140,5,5
2013,5982,16981,Hunter Simmons,50,50 and Above,New,4,2318,4,2013-11-17 0:00,141,579,2318
2013,5985,16984,Rodney Moreno,49,40-49,New,3,1760,3,2013-05-15 0:00,147,586,1760
2013,5992,16991,Brianna Henderson,55,50 and Above,New,2,40,2,2013-03-21 0:00,149,20,40
2013,5997,16996,Destiny Walker,55,50 and Above,New,2,1755,2,2013-06-15 0:00,146,877,1755
2013,6001,17000,Miranda Henderson,57,50 and Above,New,1,2295,1,2013-11-12 0:00,141,2295,2295
2013,6005,17004,Krista Torres,46,40-49,New,3,2419,3,2013-11-01 0:00,141,806,2419
2013,6016,17015,Kelly Patterson,58,50 and Above,New,1,5,1,2013-05-03 0:00,147,5,5
2013,6021,17020,Ashley Bryant,58,50 and Above,New,3,1715,3,2013-05-02 0:00,147,571,1715
2013,6025,17024,Jacqueline Diaz,59,50 and Above,New,3,1776,3,2013-05-09 0:00,147,592,1776
2013,6030,17029,Suzanne Xu,48,40-49,New,3,1760,3,2013-05-27 0:00,147,586,1760
2013,6031,17030,Emily Russell,55,50 and Above,New,1,1701,1,2013-05-06 0:00,147,1701,1701
2013,6036,17035,Jordan Flores,60,50 and Above,New,2,59,2,2013-02-15 0:00,150,29,59
2013,6037,17036,Savannah Perez,55,50 and Above,New,4,177,4,2013-05-31 0:00,147,44,59
2013,6039,17038,Ernest Wang,61,50 and Above,New,3,2442,3,2013-11-02 0:00,141,814,2442
2013,6042,17041,Connor Perry,62,50 and Above,New,1,1701,1,2013-05-21 0:00,147,1701,1701
2013,6044,17043,Isabella Bennett,51,50 and Above,New,3,1760,3,2013-05-02 0:00,147,586,1760
2013,6054,17053,Deanna Raman,51,50 and Above,New,4,124,4,2013-09-13 0:00,143,31,31
2013,6055,17054,Shawn Raje,47,40-49,New,2,84,2,2013-10-23 0:00,142,42,16
2013,6063,17062,Christy Lu,52,50 and Above,New,4,91,4,2013-03-10 0:00,149,22,45
2013,6066,17065,Cedric Chen,43,40-49,New,2,839,2,2013-06-23 0:00,146,419,839
2013,6067,17066,Lori Serrano,55,50 and Above,New,5,105,5,2013-10-01 0:00,142,21,52
2013,6069,17068,Thomas Smith,51,50 and Above,New,1,54,1,2013-06-29 0:00,146,54,54
2013,6070,17069,Christy Zheng,46,40-49,New,3,848,3,2013-06-28 0:00,146,282,848
2013,6075,17074,Ruben Malhotra,56,50 and Above,New,5,90,5,2013-06-25 0:00,146,18,18
2013,6081,17080,Katelyn Peterson,41,40-49,New,4,1732,4,2013-02-26 0:00,150,433,1732
2013,6091,17090,Leslie Alvarez,47,40-49,New,3,65,3,2013-10-15 0:00,142,21,65
2013,6109,17108,Susan Xu,48,40-49,New,1,25,1,2013-09-04 0:00,143,25,25
2013,6110,17109,Sydney Wilson,49,40-49,New,4,1769,4,2013-03-09 0:00,149,442,1769
2013,6115,17114,Jarrod Mehta,43,40-49,New,8,4832,8,2013-11-09 0:00,141,604,4832
2013,6117,17116,Alison Nath,40,40-49,New,4,1765,4,2013-07-10 0:00,145,441,1765
2013,6125,17124,Kaitlin Madan,66,50 and Above,New,4,563,4,2013-06-13 0:00,146,140,563
2013,6132,17131,Lauren Henderson,75,50 and Above,New,1,5,1,2013-12-10 0:00,140,5,5
2013,6136,17135,Richard Edwards,73,50 and Above,New,3,2379,3,2013-11-20 0:00,141,793,2379
2013,6141,17140,Sean Peterson,73,50 and Above,New,1,2320,1,2013-11-17 0:00,141,2320,2320
2013,6150,17149,Steven Richardson,65,50 and Above,New,2,1736,2,2013-06-10 0:00,146,868,1736
2013,6161,17160,Louis Andersen,70,50 and Above,New,1,5,1,2013-11-12 0:00,141,5,5
2013,6162,17161,Katherine Lopez,69,50 and Above,New,2,60,2,2013-03-27 0:00,149,30,60
2013,6168,17167,Thomas Jenkins,63,50 and Above,New,2,1736,2,2013-06-16 0:00,146,868,1736
2013,6172,17171,Katherine Clark,68,50 and Above,New,2,2440,2,2013-11-03 0:00,141,1220,2440
2013,6178,17177,Richard Hayes,68,50 and Above,New,2,14,2,2013-06-24 0:00,146,7,14
2013,6179,17178,Trisha Liang,67,50 and Above,New,2,14,2,2013-12-16 0:00,140,7,14
2013,6183,17182,Jessica Patterson,62,50 and Above,New,4,4769,4,2013-10-14 0:00,142,1192,2384
2013,6184,17183,Shane Sanchez,57,50 and Above,New,7,4732,7,2013-08-16 0:00,144,676,4732
2013,6196,17195,Franklin Sharma,76,50 and Above,New,3,2330,3,2013-08-02 0:00,144,776,2330
2013,6204,17203,Christine Raje,75,50 and Above,New,7,4771,7,2013-11-16 0:00,141,681,2385
2013,6235,17234,Anna Jenkins,46,40-49,New,4,91,4,2013-12-07 0:00,140,22,13
2013,6247,17246,Micah Wu,49,40-49,New,3,801,3,2013-08-22 0:00,144,267,801
2013,6250,17249,Carl Goel,47,40-49,New,3,848,3,2013-09-26 0:00,143,282,848
2013,6257,17256,Noah Flores,50,50 and Above,New,3,784,3,2013-09-23 0:00,143,261,784
2013,6266,17265,Grace Flores,61,50 and Above,New,1,5,1,2013-09-02 0:00,143,5,5
2013,6276,17275,Ian Sanders,61,50 and Above,New,1,5,1,2013-03-10 0:00,149,5,5
2013,6277,17276,Elijah Jenkins,90,50 and Above,New,3,68,3,2013-01-31 0:00,151,22,68
2013,6278,17277,Nichole Goel,45,40-49,New,3,848,3,2013-10-10 0:00,142,282,848
2013,6282,17281,Francis Vazquez,52,50 and Above,New,3,84,3,2013-10-05 0:00,142,28,84
2013,6284,17283,Henry Madan,52,50 and Above,New,2,59,2,2013-07-15 0:00,145,29,59
2013,6286,17285,Clayton Deng,51,50 and Above,New,4,2515,4,2013-06-11 0:00,146,628,2515
2013,6287,17286,Randall Rubio,47,40-49,New,2,2451,2,2013-06-03 0:00,146,1225,2451
2013,6293,17292,Kellie Gill,54,50 and Above,New,4,94,4,2013-12-18 0:00,140,23,15
2013,6296,17295,Victor Sanz,48,40-49,New,3,814,3,2013-10-29 0:00,142,271,814
2013,6297,17296,Joanna Johnston,54,50 and Above,New,3,64,3,2013-08-27 0:00,144,21,64
2013,6302,17301,Nicolas Raji,56,50 and Above,New,2,75,2,2013-11-28 0:00,141,37,37
2013,6304,17303,Terrence Tang,44,40-49,New,5,123,5,2013-09-09 0:00,143,24,123
2013,6305,17304,Haley Campbell,51,50 and Above,New,3,62,3,2013-12-29 0:00,140,20,20
2013,6307,17306,Edgar Prasad,57,50 and Above,New,4,118,4,2013-05-24 0:00,147,29,59
2013,6308,17307,Warren Chande,52,50 and Above,New,5,133,5,2013-02-23 0:00,150,26,133
2013,6311,17310,Alejandro Wang,58,50 and Above,New,2,2451,2,2013-06-05 0:00,146,1225,2451
2013,6313,17312,Mayra Kovar,54,50 and Above,New,3,893,3,2013-11-12 0:00,141,297,893
2013,6315,17314,Lisa Guo,54,50 and Above,New,4,79,4,2013-12-13 0:00,140,19,79
2013,6319,17318,Tiffany Zhang,49,40-49,New,3,44,3,2013-04-26 0:00,148,14,44
2013,6326,17325,Paige Henderson,56,50 and Above,New,5,55,5,2013-10-26 0:00,142,11,7
2013,6329,17328,Michelle Cox,56,50 and Above,New,3,809,3,2013-12-06 0:00,140,269,809
2013,6340,17339,Ian Hayes,43,40-49,New,1,5,1,2013-04-10 0:00,148,5,5
2013,6354,17353,Bruce Navarro,77,50 and Above,New,3,2457,3,2013-07-10 0:00,145,819,2457
2013,6358,17357,Brandon Miller,44,40-49,New,1,5,1,2013-04-27 0:00,148,5,5
2013,6365,17364,Ian Perry,46,40-49,New,3,2352,3,2013-11-18 0:00,141,784,2352
2013,6376,17375,Sheila Gill,73,50 and Above,New,1,24,1,2013-05-05 0:00,147,24,24
2013,6377,17376,Jaclyn She,41,40-49,New,1,5,1,2013-06-08 0:00,146,5,5
2013,6381,17380,Nathan Adams,42,40-49,New,2,40,2,2013-03-12 0:00,149,20,40
2013,6382,17381,Krystal Guo,68,50 and Above,New,3,189,3,2013-02-12 0:00,150,63,189
2013,6386,17385,Grace Martinez,43,40-49,New,10,208,10,2013-10-14 0:00,142,20,26
2013,6390,17389,Abigail Butler,47,40-49,New,3,1779,3,2013-06-05 0:00,146,593,1779
2013,6401,17400,Emily Wilson,64,50 and Above,New,4,2332,4,2013-09-11 0:00,143,583,2332
2013,6402,17401,Noah Wright,58,50 and Above,New,2,2330,2,2013-11-26 0:00,141,1165,2330
2013,6404,17403,Greg White,58,50 and Above,New,2,2322,2,2013-08-29 0:00,144,1161,2322
2013,6405,17404,Gabriella Baker,86,50 and Above,New,2,1710,2,2013-09-24 0:00,143,855,1710
2013,6406,17405,Tamara Wu,86,50 and Above,New,2,1725,2,2013-06-20 0:00,146,862,1725
2013,6412,17411,Jennifer Brooks,51,50 and Above,New,3,156,3,2013-10-25 0:00,142,52,78
2013,6413,17412,Kaylee Carter,56,50 and Above,New,2,2415,2,2013-11-13 0:00,141,1207,2415
